0,1323.9,1230.7,1160.2,840.74,750.38,697.23,1158,989.63,958.39,1335.5,1443.6,944.66,1266.6,928.45,1678.8,1670,979.4,1417.9,1329.9,1590.5,1439.9,1110.1,1261.1,945,1077.8,8256.5,0,4520.4,5754.4,6208.3,9883,3671,0,2746.8,2463.7,3447.2,3504.2,5102.7,28870,15165,3634.7,5467.3,4000.8,7198,0,5513.2,2376.8,3945,0,743.14,2678.5,3144.3,6245.5,14576,0,6984.5,0,11098,12689,4228.7,0,0,7633,2753,10805,2753,2331,9576,15430,16158,0,5762,2422.8,7106.7,6792.2,9845,2468.7,8932.5
1415.8,0,646.4,758.32,1450.2,838,693.93,1018.5,1030.3,1319.7,1081.2,724.86,821.48,1353.6,703.46,1315.9,1307,1088.8,1415.1,1589.1,1127.7,1367.8,518.54,653.71,763.79,853.77,4920,0,2781.8,3436.5,8745.9,2637,0,0,2909.8,2277.1,3007.9,2682.1,8112.5,7367,6014.6,3519.9,5972.2,2766.1,4628.7,0,3090.6,3468,2812.5,4756,957.35,2568.4,3979,5356.5,16022,4674.5,0,4185,2267,13530,2631,15088,7537,0,3594.8,10544,3594.8,2203,0,10011,13082,5591,9222.3,2203,6854.6,6761.2,6643.6,1266.5,2968.7
1120.6,698.97,0,753.26,506.9,1188.2,1326.5,788.87,857.66,1091.2,1079.6,1031.2,758.11,755.97,542.34,1343.2,959.53,769.97,1053.1,551.23,1546,956.09,887.9,1292.3,1258,809.73,3033,0,3165.3,2516.3,4634.7,2182,0,0,2748.5,2251,4525.3,1523,4863.6,8309.3,5978,4866.2,4782.7,3838.8,4351.4,0,2892.7,3524.7,0,4008,865.55,1917.4,2976.8,3254.5,2887.7,3480,5160.7,3016.7,2949.5,0,2805.6,9815,3541,0,0,0,0,0,8026.5,6882.7,6159,0,0,0,6432.4,6496.9,8748.7,2724.3,9225
1072.5,669,719.77,0,721.02,953.64,482.8,936.88,854.03,1014.4,979.86,845.89,1035.2,1379,875.17,1403.3,2197.3,562.77,772.1,951.36,1574.3,995.62,699.36,629.27,1204.8,532.53,4965,0,4601.9,6208.4,5915.7,2467,0,0,2458,2875.5,6290.5,2209.4,5844.5,9408.9,7552.4,3580.7,5563.2,4253.8,5385.7,0,3172.3,3693.7,3628.5,0,954.46,2677.6,3051.2,4869,3569.9,0,3809.2,2192.3,3058.1,0,3170.7,4863.9,0,0,0,8666.5,0,0,9218,10322,9304.4,4957.7,0,0,5744.9,5084,5487.5,2235.1,4213
689.3,1421.4,590.6,847.43,0,645.1,554.28,710.78,921.22,1353.2,798.45,742.31,1238.1,735.4,652.85,1460.4,1092.8,888.02,1112.5,1209.1,1125.2,1927.8,558.36,684.02,867.86,616.05,6477,0,4918.1,3198.4,4804.1,7854.2,5662.5,0,2999.9,3815.7,7792.8,2210.5,7613.3,11099,10465,11778,3870.6,3202.8,4403,4743.5,3125.1,3804.8,5915.5,16289,0,4387.3,3633.3,4787,9136.4,8126.8,10404,6147.2,10506,0,8542.9,8999.4,8816.4,9513.4,7770.1,17100,7770.1,5440.8,12374,11330,8065,9596.9,9041.8,5440.8,8868,14488,11536,1249,8716.4
1002.8,722.07,938.91,937.44,816.87,0,1004.6,1000,1322.8,1387,713.04,1245.6,486.7,955.64,1753.8,1243.1,1020.2,612.28,1812.9,1865.8,1576.9,2786.3,406.67,871.56,918.5,975.17,0,0,5264.1,2546.8,0,2525.7,0,0,2293.2,2200.2,13950,3890.2,11984,0,13797,5421.6,10855,3905.3,5725.3,0,3528.5,5697,0,0,1430.5,4380.8,8354.6,2383,9021.5,0,10532,3797.5,3215,0,2796.8,12082,4204,5433,0,20968,0,0,0,20309,0,0,0,0,9127.2,6513.8,5503.5,1882.6,3736.3
601.22,657.12,1064.3,506.11,617.58,769.34,0,444.43,466.52,1241,573.65,1030.9,899.79,653.09,653.4,1456.6,1153.1,921.08,940.77,865.86,1554.2,1141.1,877.19,916.74,1425.7,789.8,0,0,3233.2,3125.5,8168,3346.5,3315.5,0,4496.6,2653.1,3983.3,2254.9,5001.5,0,8058.2,7533.1,4470.1,4290.7,5286.7,0,2942.8,3698.9,5262.3,0,906.98,2024.8,5464.9,4129.2,6705.7,9899,2820.8,3069,3463.5,0,3456.2,5865.5,4092.8,4895,6680.4,15252,6680.4,2276,0,11310,5885.9,0,0,2276,6416.2,10675,10091,1622.7,4351.4
1082.3,1063.7,1236.7,773.83,717.26,1027.2,548.07,0,895.52,1660,1356,1075.5,639.93,1117.3,687,1139,1576.3,656.79,1284.2,930.38,1303.3,1191.3,708.57,755.5,1436.9,1022,6990,0,8968.2,7293.1,7923.7,3172.2,3537.2,0,4748.6,5620.6,3546.5,3724.4,10291,32168,14652,4067.9,4342.3,5354.4,16118,0,3604.7,4603.8,3390,5274,799.75,2834.3,3903.8,5149.7,13189,13089,14701,0,7082.4,0,0,10924,12927,17561,6666.2,4552,6666.2,2472,0,11990,14691,5571.5,0,2472,7189.1,10087,7671.5,1661.1,3765.7
1071.5,1156.2,862.75,978.55,975.9,1152.6,549.46,920.7,0,1470.6,1570.3,799,1263.4,1367.4,1226.7,1567.3,2002.8,878.69,1346.1,921.89,1267.8,1518.4,1069,651.27,1346.9,1141,6984.7,0,3754.4,8074,4318.9,3262.2,5943.4,0,4427.9,3246.2,3401.6,5452,7725.8,9250.8,7859.9,3877.8,4764.9,5950.6,4676.7,0,3491.1,3890,11843,7026.5,912.04,3008.8,3880.4,3336.2,8682,12039,5184.8,9760.5,7604.3,12345,3527.3,5836.6,0,8058.8,8266.8,20658,8266.8,3811.6,5050.5,13372,13108,11504,10903,3811.6,6521.5,6324.6,5977.2,2080.8,8168.5
1128.6,1356,1364.4,1439.9,1394.8,1490.5,1414.2,1357.5,1285.6,0,1196.9,1801.5,710.79,1133.8,991.83,1503.9,870.36,969.74,2979.3,896.43,1543.5,1945.2,1426,1308.1,3326,1740.2,0,0,3791.5,2218.6,8526.6,2954.9,3423.5,0,2661.8,2227.7,3404.1,1236.9,5968.2,6255,9793.2,10047,3417,3636.4,5428.2,0,3238.7,4868,0,4034,563.11,2835.1,4712.5,4457,0,14047,0,0,0,0,0,3131.5,6601.1,0,0,11176,0,4001.5,0,15664,13575,11831,0,4001.5,0,4773.3,5727.2,3206.2,3249
