18761,4889.6,10978,18581,15888,14305,2108.5,14420,9124.5,8067.7,8860.4,6234.1,13295,4203.3,3081.8,11065,9416.9,5033.6,13582,8364.9,0,18032,13950,9810.8,4851.5,5523.9,1264.7,13046,10212,7583.8,9445.8,13729,10605,10146,5979.1,11702,12767,2241.7,14887,16085,14328,7917.3,3857.3,1781.2,12443,11216,5915.3,2889.4,3527.9,8861.9,14293,9380.6,15195,4182.6,7771.1,16284,6014.9,8142.2,7694.1,13104,16663,3490.5,4923.1,4762.1,2557,8255.6,3385.5,7122.4,16147,13634,10400,1842.5,11662,7122.4,10960,14232,4125.3,7465.9,11145
3225.8,13618,10764,549.26,5743,6497.3,16226,7530.9,12869,10247,12388,15271,8230.8,14355,15628,7531.9,9168.2,15036,7294.8,9928.7,18032,0,4619,8264.2,13181,12991,18251,8331.1,11697,11102,12469,7623.3,9538.7,10542,14301,7033,5754.1,18352,5422.2,4371.4,5092.3,11349,14185,16785,8719.3,7851.4,12638,15501,15076,10458,5836.4,8905.4,6284.7,16373,11030,5033.7,15342,12904,12814,8099.1,4842.1,14576,13777,16683,15723,12216,14892,11899,5839.8,8206.2,11594,16449,9174.2,11899,10043,5234.5,13947,11201,10710
7186.4,9093.1,15024,4999.2,7571.9,11039,11850,10111,15374,5917.8,10858,13355,8867.2,12900,13863,2924.3,4574.3,16392,11842,5642,13950,4619,0,6625.1,9795.3,11966,13652,8494.8,15330,11234,15957,7972.1,6512.4,14758,10510,2432.5,7224.3,13874,4479,8876.9,8607.7,6921.4,10962,14058,13330,9986.9,11851,13147,13392,6131.4,9993.8,4660.2,7496.6,17339,6412.7,6434.9,13013,10728,16336,7875,6746.4,11480,9177.6,18702,13019,15838,10568,12615,9049.6,10003,14408,12111,13627,12615,8645.4,8777.6,11016,6592.8,11908
11368,7427.7,15358,8798.8,13711,10605,8637.2,15794,17978,5088,15602,15271,15489,6610.1,7827.8,6175.3,6201.2,9768.8,10987,4864.8,9810.8,8264.2,6625.1,0,5133.6,5444.9,10625,15106,16800,4698.1,16813,14596,11658,10917,12204,6783,4075.5,11643,11104,9470.9,7069.7,9113.5,5970,8663.7,12251,5459.4,5268.4,7399.9,7261.8,9152,8783.7,4586.8,13919,10920,7458.3,12683,14791,14758,10576,14457,12769,6321.2,8058,12856,7523.8,10403,7575.8,6113.3,14058,16325,18255,8736.3,11223,6113.3,14534,7155.6,5687.6,6996.2,18530
16402,3339.5,15063,13731,16868,14337,3514.2,18546,13973,4243,11893,10288,15727,3707.9,4196.6,7424.5,6092.7,7355.9,14210,4409.5,4851.5,13181,9795.3,5133.6,0,3802.8,5508.5,15090,14845,5381.1,14124,15349,10523,11762,8021.9,8230,8866,6510.3,13251,14184,11580,6868,1166.6,4285.7,14388,8799.9,4085.2,3401,3869.9,7562.6,12858,5242.6,16265,7623,5558.1,15856,9874.6,10926,9761.8,14587,16348,1686.1,3995.8,9090.9,3226.1,10052,2625.3,6080.2,18845,17282,15247,3603,13069,6080.2,12773,11601,1318.7,4977.2,15397
15129,6985.8,11915,13416,18589,10810,5770.1,17357,12676,7689.5,14364,11712,18805,1363.7,2643.4,10519,9552.9,4476.1,10525,7748.4,5523.9,12991,11966,5444.9,3802.8,0,6743.3,18518,12457,2111.1,11995,19073,14313,7995,10953,11315,7283.2,7765,16356,11421,9035.6,10657,3249.1,3835.3,10587,5880.4,406.39,2635.4,2085.2,11365,9710.9,8292,19275,5481.5,9345.2,17993,11532,13570,6253.9,18284,17815,3033.8,7572.8,7411.5,3003.8,6424.5,5722.5,2311.9,16789,18012,13626,5655.1,9266.3,2311.9,16156,8982.7,2760.6,8756.3,15977
17976,4636.5,10989,18640,14686,15129,2140.5,13523,8616.5,8026.9,7624.2,5107.3,12091,5445.5,4346.2,10731,9088.6,6058.8,14351,8349.5,1264.7,18251,13652,10625,5508.5,6743.3,0,11808,9963.7,8824.1,9192.6,12482,9461.4,10983,4758.3,11260,13912,1070,13750,17131,15589,7099.5,4687,3045.8,13009,12479,7140.7,4111.5,4783.1,8025.5,15422,9370.2,13960,4983.8,7256.7,15021,4837.9,6884.5,8589,11844,15417,4418.6,4478.6,5060.8,3745.1,9174.2,3448.9,8386.6,15313,12598,9874.2,1963.5,12434,8386.6,9695.3,15491,5044.4,7060.5,10162
6381.1,11777,8494.7,7949.6,2918.2,10534,12760,3548.4,6935.5,11712,4186.3,6944.5,666.05,17250,16047,9306.6,9944.1,15122,10727,11729,13046,8331.1,8494.8,15106,15090,18518,11808,0,7606.1,19397,7900.5,708,4667.9,12819,7580.1,8572.3,14085,10807,4035.5,10074,12476,8271.9,15412,14783,10412,15631,18925,15918,16559,7685.3,11752,11402,2152.3,13827,9744.9,3309.6,7075.5,4953.7,14080,696.85,3617,15552,11150,11883,15530,14072,12900,18635,4579.7,2433.7,6241.6,12868,11743,18635,2408.9,12529,15917,10341,3424.2
8559.4,14365,1589.5,11170,7794.1,6955.9,12089,5241,1837.4,17639,7525.7,6873.3,7051.8,11731,10836,16904,17011,8019,6368,17957,10212,11697,15330,16800,14845,12457,9963.7,7606.1,0,12434,772.61,7912.6,11557,5883.5,10371,16176,13399,9226.3,11210,8691.9,10544,13929,13687,10561,4864.9,11427,12461,11549,11292,14026,8723,18593,7987.4,7352.7,15488,8932.6,7402,8264.6,6481.5,8301.9,8588.4,13178,13923,5756.4,11651,6545.7,13412,11061,6329.7,5555.9,1475.7,11878,5697.1,11061,8657.6,10413,13674,15820,4443.7
13018,8716.4,11416,11471,16480,8978.2,7853.5,16058,13280,8502.9,16444,13657,18905,3380.7,4568.8,10691,10204,5233.5,8834.1,8453.8,7583.8,11102,11234,4698.1,5381.1,2111.1,8824.1,19397,12434,0,12215,18711,15637,6978.8,13027,11387,5349.4,9821.8,15627,9347.5,6925.4,12114,5149.4,5841.1,9266.8,3775.3,1705,4715.2,4066.2,12635,7695,8685.2,17245,6600.3,10581,16107,13542,15679,5961.8,19083,15784,5039.1,9358.9,8524.7,5103.4,5897.5,7664.2,1415.5,14889,17256,13852,7751.9,7946.3,1415.5,18143,6874.7,4642.3,9987.4,16780
9322.6,13626,2142.3,11941,8385.6,7565.2,11316,5846.9,1410.9,16972,7285.3,6309.7,7394.3,11163,10201,17041,16723,7521.5,6931.1,17304,9445.8,12469,15957,16813,14124,11995,9192.6,7900.5,772.61,12215,0,8278.6,11524,6021.9,9835.9,16418,13856,8467,11677,9384.3,11105,13526,12974,9851.6,5368.1,11670,12042,10884,10680,13745,9288.4,18132,8506.6,6734.5,14992,9523.5,6834.3,7942.4,6265.5,8587,9216.7,12474,13211,5057.5,10959,6411.8,12640,10810,7040.4,6023.7,1662.6,11106,6055.9,10810,8678,10966,12993,15255,4580.9
5753.4,12111,8652.1,7244.2,2301.4,10142,13327,3402.4,7415.3,11664,4871.3,7651.5,897.41,17927,16750,9040,9837.1,15665,10409,11643,13729,7623.3,7972.1,14596,15349,19073,12482,708,7912.6,18711,8278.6,0,4827.4,12791,8146.6,8273.3,13377,11494,3493.2,9513.3,11849,8481.1,15832,15477,10263,15012,19430,16581,17251,7814.6,11239,11209,1494.2,14444,9858.2,2605.5,7776.6,5606.9,14314,790.97,2935.4,16039,11514,12492,16178,14226,13351,18601,4160.1,2470.7,6617.2,13452,11593,18601,2934.5,11911,16326,10453,3941.8
9572.2,7365.4,12833,9509,6712.1,14696,9225.5,8196.9,10181,7154.6,4480.4,6861.6,5333.9,13783,13316,5542.9,5564.6,15446,15129,7232.2,10605,9538.7,6512.4,11658,10523,14313,9461.4,4667.9,11557,15637,11524,4827.4,0,17369,4777.7,5084.4,13724,8898.1,4290.8,13331,14607,3656.9,11120,12198,15075,16471,14608,12653,13467,3017.5,15131,7163.7,5917.6,14083,5077.1,6225.8,6569,4218.6,17182,4083.4,6809.3,11439,6830.7,12906,12210,17647,8802.3,16602,8872.8,7095.8,10082,9440.3,16407,16602,2911.6,14758,11582,5673.6,7154.5
9250.2,14504,4542,10347,11312,4168,12026,9392.9,7418.9,15482,13295,11620,12158,8158.4,8188.3,16769,17086,5196.7,3437.5,15422,10146,10542,14758,10917,11762,7995,10983,12819,5883.5,6978.8,6021.9,12791,17369,0,14759,16927,8148.2,11129,14612,6186.8,6170.8,18063,10943,8978.5,2689.9,5670,7771.3,8986.2,8243.8,19006,4799.8,15474,11996,6007.7,17313,12103,12054,13858,2461.6,13462,11515,10525,14844,6311.7,9380.5,1939.6,12869,5853,9090.8,10391,7347.5,11765,1544.4,5853,14469,6001,10550,16739,10231
13849,4913.2,11949,14286,10445,17219,5183.2,10543,8533.8,7320.3,3877.9,3529.7,8064.9,9864.4,8975.1,8195.5,7026.8,10669,16735,7612.3,5979.1,14301,10510,12204,8021.9,10953,4758.3,7580.1,10371,13027,9835.9,8146.6,4777.7,14759,0,8272.5,16210,4120.6,9023.1,17654,19053,3852.3,7938.4,7712.5,15203,16764,11355,8529.7,9310.6,4449.8,19042,8298.1,9618.7,9350.2,5157.7,10437,3010.9,2906,12818,7400.4,10934,7994.8,4239.6,8526.4,8094.7,13410,5465.2,12981,12053,9296.3,9305.8,5306.3,15646,12981,5213,19212,8440.3,5448.5,7602.1
9316.5,6814.8,16709,7381.1,8737.8,13470,9598.4,11220,15196,4011.5,9544,11481,9126,11820,12418,813.93,2317.5,15569,14272,3821.2,11702,7033,2432.5,6783,8230,11315,11260,8572.3,16176,11387,16418,8273.3,5084.4,16927,8272.5,0,8839.1,11441,5129.9,11307,10802,4536.8,9344.9,12202,15752,11466,11354,11603,12093,3823.9,12335,3060.3,8369.8,15682,4003.7,7649.1,11049,9128.8,17346,7877.5,8118.4,9861.3,6817.6,16314,11351,17173,8391.3,12780,10660,10681,14791,9868.2,16015,12780,7803,10970,9543.5,4242,11837
8118.7,11501,11810,6142.7,11368,6589.6,12307,12421,15224,8899.2,17966,18995,13941,8640.8,9889.6,8626.1,9433.4,10006,7073.1,8615.8,12767,5754.1,7224.3,4075.5,8866,7283.2,13912,14085,13399,5349.4,13856,13377,13724,8148.2,16210,8839.1,0,14976,10722,5433.9,3000.9,12648,9382.5,11118,8534.1,2763,6911,9893.1,9355.6,12345,4765.8,8006.4,12002,11520,11143,10780,18722,17937,9117.5,13828,10532,9555.3,12134,13184,10210,8654.9,11467,6270.2,10652,13482,14514,12329,7814,6270.2,15541,3097,8957.2,10793,15766
16908,5193.8,10402,18407,13653,15112,3040.1,12467,7747.6,8617.7,6622.6,4039.2,11057,6442.8,5284.4,11022,9430.4,6549.9,14310,8950,2241.7,18352,13874,11643,6510.3,7765,1070,10807,9226.3,9821.8,8467,11494,8898.1,11129,4120.6,11441,14976,0,13122,17268,16400,7032.3,5738.8,3989.8,12812,13394,8157,5129.8,5758.4,7908.8,15838,9949.3,12954,5283.1,7492.6,14072,3783.9,5934.9,8861.5,10891,14424,5484.8,4895.6,4905.1,4783,9459.1,4264.5,9281.1,14260,11528,8978.9,2913.2,12466,9281.1,8786.3,16277,6107.8,7399,9098.6
5448.2,10910,11589,5295.9,3636.5,10671,13303,6090.8,10904,9020.4,7253.3,10189,4388.6,16933,17221,5942.2,7159,19157,11289,8885.7,14887,5422.2,4479,11104,13251,16356,13750,4035.5,11210,15627,11677,3493.2,4290.8,14612,9023.1,5129.9,10722,13122,0,9057.1,10489,7258.6,14273,16371,11961,13201,16300,16404,17079,6339.5,10843,8190,3246.8,17757,7996.3,2622.3,10103,7574.6,16949,3458.5,3173.7,14752,10563,15874,16029,16533,12549,16902,5726.8,5661,10036,13548,13082,16902,4822,10621,14565,8504.6,7431.3
3869.8,16854,7281.6,4162.1,7219.2,2162.9,17190,7234.9,10429,13673,13909,15274,9595.9,12478,13275,11680,13211,11089,2965,13341,16085,4371.4,8876.9,9470.9,14184,11421,17131,10074,8691.9,9347.5,9384.3,9513.3,13331,6186.8,17654,11307,5433.9,17268,9057.1,0,2605.3,15720,14402,14478,4511.6,5594,11020,13793,12993,14823,1826.7,12424,8050.8,12157,15193,7308.1,15767,14851,8547.3,10268,6781.2,14374,17400,12363,14235,7959.3,16804,9345.5,5636,8450.5,9375.8,17055,4805.8,9345.5,12448,2594,13906,15195,10403
6097.7,14475,8978.4,5194.6,9560,3616.2,14727,9838.2,12379,11820,16493,17413,12070,10236,11254,10861,12033,9945.3,4178.9,11518,14328,5092.3,8607.7,7069.7,11580,9035.6,15589,12476,10544,6925.4,11105,11849,14607,6170.8,19053,10802,3000.9,16400,10489,2605.3,0,15201,11834,12550,5745.6,3162.4,8629.3,11588,10853,14619,1821.1,10793,10355,11341,13923,9397.6,17939,17400,7989,12544,8954.4,11859,15122,12327,12001,7407.5,14199,7208,8203.3,11043,11541,14656,5330.2,7208,14724,169.97,11349,13661,12977
12681,3769.3,15502,11581,10299,17795,6068.4,11820,12142,4045.3,6488.1,7325.2,8931.6,10230,10015,4359,3224.1,12890,18525,4249.6,7917.3,11349,6921.4,9113.5,6868,10657,7099.5,8271.9,13929,12114,13526,8481.1,3656.9,18063,3852.3,4536.8,12648,7032.3,7258.6,15720,15201,0,7494.5,9133.4,18599,14566,10953,9251.9,10033,945.47,16860,4668.9,9536.7,12062,1674.7,9649,6825.5,5679.1,15607,7725.3,10244,7850.7,3324,11923,8834.5,16152,5330.8,12948,12499,10660,12621,6324.8,19478,12948,6156.6,15362,7942,2213.9,10112
17337,3756.3,13921,14731,17773,14056,2943.3,18204,12912,5336.8,11703,9695.1,15971,2785.2,3074.7,8546.8,7149.5,6274.1,13761,5527.2,3857.3,14185,10962,5970,1166.6,3249.1,4687,15412,13687,5149.4,12974,15832,11120,10943,7938.4,9344.9,9382.5,5738.8,14273,14402,11834,7494.5,0,3125.3,13627,8825.9,3605.6,2259.7,2808.6,8283.2,12838,6392.4,17031,6464.4,6376.8,16895,9339.2,10775,8789.6,15041,17432,522.88,4325.6,7930.2,2061,9134.7,2514.8,5554.2,19991,17131,14175,2946.4,12356,5554.2,13006,11824,507.21,5826.3,14826
18211,5617.4,10914,17243,17501,12988,3070.1,15485,9899.5,8240.7,10607,7876.5,14970,2480.1,1301.1,11449,9897.5,3792.7,12361,8481.4,1781.2,16785,14058,8663.7,4285.7,3835.3,3045.8,14783,10561,5841.1,9851.6,15477,12198,8978.5,7712.5,12202,11118,3989.8,16371,14478,12550,9133.4,3125.3,0,11534,9435.3,4210.1,1289.4,1775.6,10066,12653,9420.7,16908,3483.7,8602,18060,7711.3,9916.3,6538.7,14878,18380,2622.3,5872.1,4805.4,1155.5,7039,3956,5342.6,16890,14995,11129,2822.7,10522,5342.6,12741,12458,3169.8,8173,12504
6752,17144,3275.9,8381,8630,2383.1,14482,6878.4,6694.3,17339,12166,11675,9747.4,10844,10849,16189,17690,7749.2,1627.7,17103,12443,8719.3,13330,12251,14388,10587,13009,10412,4864.9,9266.8,5368.1,10263,15075,2689.9,15203,15752,8534.1,12812,11961,4511.6,5745.6,18599,13627,11534,0,6827.1,10323,11659,10929,18077,3942.9,16525,9336.9,8275.8,19668,9416.5,12196,13017,5017.7,10993,8831.3,13214,17356,7963.7,12041,4573.5,15484,8342.5,6407.5,7997.2,6081.3,14211,1332.1,8342.5,12457,5602.1,13220,19217,8494.6
